,OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
1097,206190823,VERNON HEALTHCARE CENTER,970000025,Parent Facility,1037 W VERNON AVE,LOS ANGELES,90037,19,Los Angeles,Open,1964-04-17,Long Term Care Facility,Skilled Nursing Facility,34.004259,-118.2928127
1098,206190824,VALLEY VILLAGE CARE CENTER,920000079,Parent Facility,13000 VICTORY BOULEVARD,NORTH HOLLYWOOD,91606,19,Los Angeles,Open,1968-06-10,Long Term Care Facility,Skilled Nursing Facility,34.1863864,-118.4164472
1099,206190825,VIEW HEIGHTS CONVALESCENT HOSPITAL,940000171,Parent Facility,12619 AVALON BOULEVARD,LOS ANGELES,90061,19,Los Angeles,Open,1971-10-21,Long Term Care Facility,Skilled Nursing Facility,33.9182345,-118.2657804
1100,206190828,STUDEBAKER HEALTHCARE CENTER,940000172,Parent Facility,13226 STUDEBAKER ROAD,NORWALK,90650,19,Los Angeles,Open,1969-01-28,Long Term Care Facility,Skilled Nursing Facility,33.9109209,-118.0986885
1101,206190831,VALLEY VISTA NURSING AND TRANSITIONAL CARE LLC,920000080,Parent Facility,6120 VINELAND AVENUE,NORTH HOLLYWOOD,91606,19,Los Angeles,Open,1963-05-07,Long Term Care Facility,Skilled Nursing Facility,34.1819957,-118.3697068
1102,206190832,VIRGIL REHABILITATION & SKILLED NURSING CENTER,970000051,Parent Facility,975 NORTH VIRGIL AVENUE,LOS ANGELES,90029,19,Los Angeles,Open,1965-12-10,Long Term Care Facility,Skilled Nursing Facility,34.0893215,-118.2874233
1103,206190845,LONG BEACH POST ACUTE,940000173,Parent Facility,1201 WALNUT AVENUE,LONG BEACH,90813,19,Los Angeles,Open,1962-01-01,Long Term Care Facility,Skilled Nursing Facility,33.781816,-118.1724794
1104,206190846,ST. ANDREWS HEALTHCARE,970000026,Parent Facility,2300 WEST WASHINGTON BOULEVARD,LOS ANGELES,90018,19,Los Angeles,Open,1963-10-17,Long Term Care Facility,Skilled Nursing Facility,34.0396807,-118.3119059
1105,206190855,WESTERN CONVALESCENT HOSPITAL,970000027,Parent Facility,2190 WEST ADAMS BOULEVARD,LOS ANGELES,90018,19,Los Angeles,Open,1970-07-15,Long Term Care Facility,Skilled Nursing Facility,34.0323788,-118.3146936
1106,206190858,ATHERTON BAPTIST HOME-SAM B WEST,950000105,Parent Facility,214 SOUTH ATLANTIC BOULEVARD,ALHAMBRA,91801,19,Los Angeles,Open,1957-09-03,Long Term Care Facility,Skilled Nursing Facility,34.0893651,-118.1331148
1107,206190861,"TORRANCE CARE CENTER WEST, INC.",910000121,Parent Facility,4333 TORRANCE BOULEVARD,TORRANCE,90503,19,Los Angeles,Open,1968-08-13,Long Term Care Facility,Skilled Nursing Facility,33.8381907,-118.3601198
1108,206190868,WESTLAKE CONVALESCENT HOSPITAL,970000073,Parent Facility,316 SOUTH WESTLAKE AVENUE,LOS ANGELES,90057,19,Los Angeles,Open,1970-10-06,Long Term Care Facility,Skilled Nursing Facility,34.0619052,-118.2716002
1109,206190871,COUNTRY VILLA SOUTH CONVALESCENT CENTER,910000122,Parent Facility,3515 OVERLAND AVE,LOS ANGELES,90034,19,Los Angeles,Open,1951-08-27,Long Term Care Facility,Skilled Nursing Facility,34.0241543,-118.4116094
1110,206190874,DOWNEY POST ACUTE,940000176,Parent Facility,13007 PARAMOUNT BLVD.,DOWNEY,90242,19,Los Angeles,Open,1965-06-28,Long Term Care Facility,Skilled Nursing Facility,33.9183354,-118.1568506
1111,206190875,COUNTRY VILLA WESTWOOD CONVALESCENT CENTER,910000123,Parent Facility,12121 SANTA MONICA BLVD,LOS ANGELES,90025,19,Los Angeles,Open,1966-07-08,Long Term Care Facility,Skilled Nursing Facility,34.0403474,-118.4643846
1112,206190879,FIDELITY HEALTH CARE,950000107,Parent Facility,11210 LOWER AZUSA ROAD,EL MONTE,91731,19,Los Angeles,Open,1970-03-23,Long Term Care Facility,Skilled Nursing Facility,34.0912738,-118.0226982
1113,206190884,LONG BEACH CARE CENTER,940000177,Parent Facility,2615 GRAND AVENUE,LONG BEACH,90815,19,Los Angeles,Open,1970-06-08,Long Term Care Facility,Skilled Nursing Facility,33.8056019,-118.1470572
1114,206190885,WINDSOR GARDENS CONVALESCENT HOSPITAL,910000153,Parent Facility,915 CRENSHAW BOULEVARD,LOS ANGELES,90019,19,Los Angeles,Open,1970-05-26,Long Term Care Facility,Skilled Nursing Facility,34.0560884,-118.3225833
1115,206190888,ARARAT POST ACUTE,970000052,Parent Facility,1230 EAST WINDSOR ROAD,GLENDALE,91205,19,Los Angeles,Open,1955-07-11,Long Term Care Facility,Skilled Nursing Facility,34.136808,-118.2387585
1116,206190892,CERRITOS VISTA HEALTHCARE CENTER,940000180,Parent Facility,17836 WOODRUFF AVENUE,BELLFLOWER,90706,19,Los Angeles,Open,1969-11-01,Long Term Care Facility,Skilled Nursing Facility,33.8700063,-118.11633
1117,206190894,WOODS HEALTH SERVICES,950000005,Parent Facility,2600 A STREET,LA VERNE,91750,19,Los Angeles,Open,1969-05-29,Long Term Care Facility,Skilled Nursing Facility,34.1046322,-117.7743404
1118,206190896,YORK HEALTHCARE & WELLNESS CENTRE,970000053,Parent Facility,6071 YORK BOULEVARD,LOS ANGELES,90042,19,Los Angeles,Open,1967-02-01,Long Term Care Facility,Skilled Nursing Facility,34.1180339,-118.1869336
1119,206190910,MACLAY HEALTHCARE CENTER,920000084,Parent Facility,12831 MACLAY STREET,SYLMAR,91342,19,Los Angeles,Open,1975-02-11,Long Term Care Facility,Skilled Nursing Facility,34.3057617,-118.4128459
1120,206190972,TEMPLE PARK CONVALESCENT HOSPITAL,970000074,Parent Facility,2411 WEST TEMPLE STREET,LOS ANGELES,90026,19,Los Angeles,Open,1970-02-17,Long Term Care Facility,Skilled Nursing Facility,34.072056,-118.2726265
1121,206190991,CLEMENTINE MALIBU LAKE,550004030,Parent Facility,29470 LAKE VISTA DRIVE,AGOURA HILLS,91301,19,Los Angeles,Open,2017-11-28,Long Term Care Facility,Congregate Living Health Facility,34.106662,-118.7669417
1122,206190992,SUNRISE CONGREGATE CORP,550004032,Parent Facility,14538 LEADWELL STREET,VAN NUYS,91405,19,Los Angeles,Open,2017-09-19,Long Term Care Facility,Congregate Living Health Facility,34.2036495,-118.4502391
1123,206190993,"PALMDALE CONGREGATE LIVING, INC.",550003864,Parent Facility,38702 12TH St. E.,PAMLDALE,93550,19,Los Angeles,Open,2017-04-28,Long Term Care Facility,Congregate Living Health Facility,34.585605,-118.1073104
1124,206190997,ROYAL CONGREGATE LIVING FACILITY,550003631,Parent Facility,3100 MILDWOOD COURT,LANCASTER,93536,19,Los Angeles,Open,2016-08-25,Long Term Care Facility,Congregate Living Health Facility,34.6644779,-118.1862725
1125,206190998,"ANGEL CONGREGATE LIVING, INC.",550003642,Parent Facility,38536 DESERT VIEW DRIVE,PALMDALE,93551,19,Los Angeles,Open,2016-08-09,Long Term Care Facility,Congregate Living Health Facility,34.5827408,-118.1493427
1126,206190999,BEVERLY GLEN CONGREGATE INC.,550003953,Parent Facility,1200 NORTH BEVERLY GLEN BLVD.,BEL AIR,90077,19,Los Angeles,Open,2017-08-28,Long Term Care Facility,Congregate Living Health Facility,34.095186,-118.4405385
1127,206191117,DOWNEY COMMUNITY HEALTH CENTER,940000223,Parent Facility,8425 IOWA STREET,DOWNEY,90241,19,Los Angeles,Open,1980-03-25,Long Term Care Facility,Skilled Nursing Facility,33.9369981,-118.1319211
1128,206191274,"THE CARE CENTER ON HAZELTINE, LLC",920000087,Parent Facility,6835 HAZELTINE AVENUE,VAN NUYS,91405,19,Los Angeles,Open,1984-06-27,Long Term Care Facility,Skilled Nursing Facility,34.1949351,-118.4405426
1129,206191330,SAINT MARIAM CONGREGATE,550004071,Parent Facility,13749 ALDERGROVE STREET,SYLMAR,91342,19,Los Angeles,Open,2017-12-28,Long Term Care Facility,Congregate Living Health Facility,34.3268163,-118.4334832
1130,206191356,"PULSE HEALTH FACILITY, INC.",550003930,Parent Facility,8410 GERNOBLE STREET,SUNLAND,91040,19,Los Angeles,Open,2017-06-22,Long Term Care Facility,Congregate Living Health Facility,34.2602291,-118.3162604
1131,206191361,ALLWELL RESIDENTIAL CARE,550004107,Parent Facility,11472 GLENOAKS BOULEVARD,PACOIMA,91331,19,Los Angeles,Open,2017-12-14,Long Term Care Facility,Congregate Living Health Facility,34.2789966,-118.416902
1132,206191364,"MIH PROJECT A, LLC",550004114,Parent Facility,12611 AMBOY AVENUE,SYLMAR,91342,19,Los Angeles,Open,2017-12-20,Long Term Care Facility,Congregate Living Health Facility,34.3001975,-118.4719028
1133,206191365,SOUTH BAY SUNSET PAVILION,550004123,Parent Facility,1565 GULF AVENUE,WILMINGTON,90744,19,Los Angeles,Open,2018-01-23,Long Term Care Facility,Congregate Living Health Facility,33.7946741,-118.2744739
1134,206191369,ONE & ONLY CONGREGATE LIVING,550004108,Parent Facility,23296 COHASSET STREET,CANOGA PARK,91304,19,Los Angeles,Open,2017-12-09,Long Term Care Facility,Congregate Living Health Facility,34.2057306,-118.6369662
1135,206194078,NEW START CLHF'S INDEPENDENT TRAINING CENTERS - WILBUR HOUSE,980000430,Parent Facility,18900 MAYALL STREET,NORTHRIDGE,91324,19,Los Angeles,Open,1988-11-20,Long Term Care Facility,Congregate Living Health Facility,34.253373,-118.5451611
1136,206194079,NEW START CLHF'S INDEPENDENT TRAINING CENTERS - BERMUDA HOUSE,980000431,Parent Facility,19640 BERMUDA STREET,CHATSWORTH,91311,19,Los Angeles,Open,1988-09-22,Long Term Care Facility,Congregate Living Health Facility,34.2648677,-118.5620207
1137,206194092,MAYFLOWER CARE CENTER,950000119,Parent Facility,5043 PECK ROAD,EL MONTE,91732,19,Los Angeles,Open,1989-05-08,Long Term Care Facility,Skilled Nursing Facility,34.0949389,-118.0130628
1138,206194106,CHRIS BROWNLIE HOSPICE,060000416,Parent Facility,1300 SCOTT AVE,LOS ANGELES,90026,19,Los Angeles,Suspense,1996-12-23,Long Term Care Facility,Congregate Living Health Facility,34.0762434,-118.2475686
1139,206194113,VILLA SCALABRINI SPECIAL CARE UNIT,920000120,Parent Facility,10631 VINEDALE STREET,SUN VALLEY,91352,19,Los Angeles,Open,1989-01-13,Long Term Care Facility,Skilled Nursing Facility,34.2302473,-118.3634623
1140,206194139,GLENDORA CANYON TRANSITIONAL CARE UNIT,950000120,Parent Facility,401 W. ADA AVENUE,GLENDORA,91741,19,Los Angeles,Open,1990-03-27,Long Term Care Facility,Skilled Nursing Facility,34.132905,-117.8695547
1141,206194199,KEI-AI LOS ANGELES HEALTHCARE CENTER,970000059,Parent Facility,2221 LINCOLN PARK AVENUE,LOS ANGELES,90031,19,Los Angeles,Open,1990-09-22,Long Term Care Facility,Skilled Nursing Facility,34.0707964,-118.2036421
1142,206194202,ANTELOPE VALLEY CARE CENTER,920000122,Parent Facility,44567 15TH STREET WEST,LANCASTER,93534,19,Los Angeles,Open,1990-12-31,Long Term Care Facility,Skilled Nursing Facility,34.6922685,-118.1574332
1143,206194284,ROYAL OAKS MANOR - BRADBURY OAKS,950000121,Parent Facility,1763 ROYAL OAKS DRIVE,DUARTE,91010,19,Los Angeles,Open,1992-04-06,Long Term Care Facility,Skilled Nursing Facility,34.144711,-117.9683203
1144,206194400,NEW START CLHF'S INDEPENDENT TRAINING CENTER - LARAMIE HOUSE,980000679,Parent Facility,10318 LARAMIE AVE.,CHATSWORTH,91311,19,Los Angeles,Open,1992-12-10,Long Term Care Facility,Congregate Living Health Facility,34.2580447,-118.5725486
1145,206194558,ARARAT NURSING FACILITY,920000124,Parent Facility,15099 MISSION HILLS ROAD,MISSION HILLS,91345,19,Los Angeles,Open,1993-11-16,Long Term Care Facility,Skilled Nursing Facility,34.2825972,-118.461573
1146,206194563,SYLMAR HEALTH AND REHABILITATION CENTER,920000123,Parent Facility,12220 FOOTHILL BOULEVARD,SYLMAR,91342,19,Los Angeles,Open,1992-09-18,Long Term Care Facility,Skilled Nursing Facility,34.2811564,-118.4027785
1147,206194842,THE HOSPICE HOUSE PRESBYTERIAN INTERCOMMUNITY,980000958,Parent Facility,10742 VALLEY VIEW AVE,WHITTIER,90604,19,Los Angeles,Open,1995-09-20,Long Term Care Facility,Congregate Living Health Facility,33.9343589,-118.022394
1148,206194968,BEVERLY HILLS REHABILITATION CENTRE,910000142,Parent Facility,580 S SAN VICENTE BOULEVARD,LOS ANGELES,90048,19,Los Angeles,Open,1997-02-25,Long Term Care Facility,Skilled Nursing Facility,34.0663913,-118.372996
1149,206196063,BAYSHIRE SAN DIMAS POST-ACUTE,950000124,Parent Facility,1740 S SAN DIMAS AVENUE,SAN DIMAS,91773,19,Los Angeles,Open,1999-03-12,Long Term Care Facility,Skilled Nursing Facility,34.0783768,-117.8168206
1150,206196069,WINDSOR TERRACE HEALTHCARE CENTER,920000125,Parent Facility,7447 SEPULVEDA BLVD,VAN NUYS,91405,19,Los Angeles,Open,1999-05-06,Long Term Care Facility,Skilled Nursing Facility,34.2062746,-118.4668245
1151,206196220,CLAREMONT MANOR CARE CENTER,950000024,Parent Facility,621 W. BONITA AVENUE,CLAREMONT,91711,19,Los Angeles,Open,2001-07-16,Long Term Care Facility,Skilled Nursing Facility,34.0968846,-117.7249668
1152,206196230,CENTER FOR DISCOVERY - RANCHO PALOS VERDES,980001355,Parent Facility,30175 AVENIDA TRANQUILA,RANCHO PALOS VERDES,90275,19,Los Angeles,Open,2001-09-04,Long Term Care Facility,Congregate Living Health Facility,33.7595204,-118.3992862
1153,206196319,NEURORESTORATIVE CALIFORNIA,980001399,Parent Facility,17724 GRIDLEY RD,ARTESIA,90701,19,Los Angeles,Open,2002-05-31,Long Term Care Facility,Congregate Living Health Facility,33.86962,-118.0904804
1154,206196394,THE GARDENS HEALTHCARE CENTER,920000128,Parent Facility,17650 DEVONSHIRE STREET,NORTHRIDGE,91325,19,Los Angeles,Open,2002-12-06,Long Term Care Facility,Skilled Nursing Facility,34.2566141,-118.5191738
1155,206196472,THE CENTER FOR DISCOVERY AND ADOLESCENT CHANGE II,980001602,Parent Facility,4136 ANN ARBOR RD,LAKEWOOD,90712,19,Los Angeles,Open,2003-08-05,Long Term Care Facility,Congregate Living Health Facility,33.8328501,-118.1436809
1156,206196531,"MONTE NIDO RESIDENTIAL CENTER, LLC",980001603,Parent Facility,514 LIVE OAK CIRCLE DR,CALABASAS,91302,19,Los Angeles,Open,2003-12-15,Long Term Care Facility,Congregate Living Health Facility,34.0789363,-118.6975016
1157,206196609,TOTALLY KIDS SPECIALTY HEALTHCARE-SUN VALLEY,920000129,Parent Facility,10716 LA TUNA CANYON ROAD,SUN VALLEY,91352,19,Los Angeles,Open,2004-06-29,Long Term Care Facility,Skilled Nursing Facility,34.2336897,-118.3642124
1158,206197073,CAREMERIDIAN - VICTORY HOUSE,550000664,Parent Facility,22524 VICTORY BLVD,WOODLAND HILLS,91367,19,Los Angeles,Open,2007-12-31,Long Term Care Facility,Congregate Living Health Facility,34.1861873,-118.6179619
1159,206197142,GATEWAY HOMES TO INDEPENDENCE,550000738,Parent Facility,7504 CAPPS AVENUE,RESEDA,91335,19,Los Angeles,Open,2008-05-30,Long Term Care Facility,Congregate Living Health Facility,34.2067168,-118.5390644
1160,206197144,"MONTE NIDO - LAKE VISTA, LLC",550000662,Parent Facility,28855 LAKE VISTA DRIVE,AGOURA HILLS,91301,19,Los Angeles,Open,2008-02-05,Long Term Care Facility,Congregate Living Health Facility,34.1114582,-118.7518061
1161,206197429,REASONS RESIDENCE,550001326,Parent Facility,453 S. GRAND AVENUE,PASADENA,91105,19,Los Angeles,Open,2010-07-02,Long Term Care Facility,Congregate Living Health Facility,34.1380656,-118.1623924
1162,206197491,CENTER FOR DISCOVERY AND ADOLESCENT CHANGE IV,550001575,Parent Facility,2115 LAS PALOMAS DRIVE,LA HABRA HEIGHTS,90631,19,Los Angeles,Open,2011-04-14,Long Term Care Facility,Congregate Living Health Facility,33.9638013,-117.9726471
1163,206197615,NEURORESTORATIVE CALIFORNIA,550001742,Parent Facility,10035 OSO PARKWAY,CHATSWORTH,91311,19,Los Angeles,Open,2011-09-30,Long Term Care Facility,Congregate Living Health Facility,34.2528638,-118.5753701
1164,206197616,CAPRI IN THE DESERT,550001735,Parent Facility,44726 CERISA STREET,LANCASTER,93535,19,Los Angeles,Open,2011-09-13,Long Term Care Facility,Congregate Living Health Facility,34.6960193,-118.0840637
1165,206197626,UNITED CARE PELONA,550001741,Parent Facility,3850 PELONA VISTA DRIVE,LANCASTER,93536,19,Los Angeles,Suspense,2023-03-09,Long Term Care Facility,Congregate Living Health Facility,34.6700609,-118.2009722
1166,206197667,THE ELLISON JOHN TRANSITIONAL CARE CENTER,550003919,Parent Facility,43830 10TH STREET WEST,LANCASTER,93534,19,Los Angeles,Open,2017-07-20,Long Term Care Facility,Skilled Nursing Facility,34.6789369,-118.1468382
1167,206197737,"LOS ANGELES CONGREGATE LIVING, INC.",550002066,Parent Facility,7819 ARVILLA AVE,SUN VALLEY,91352,19,Los Angeles,Open,2012-09-26,Long Term Care Facility,Congregate Living Health Facility,34.2125518,-118.3567186
1168,206197738,SORRENTO IN THE DESERT,550002103,Parent Facility,3833 E AVENUE R12,PALMDALE,93550,19,Los Angeles,Open,2012-10-11,Long Term Care Facility,Congregate Living Health Facility,34.5621431,-118.0597051
1169,206197822,"HEART TO HEART HEALTH CARE, INC.",550002188,Parent Facility,13739 CHANDLER BLVD.,SHERMAN OAKS,91401,19,Los Angeles,Open,2012-12-26,Long Term Care Facility,Congregate Living Health Facility,34.1689318,-118.4324992
1170,206197918,NAPOLI IN THE DESERT,550002272,Parent Facility,3731 TOURNAMENT DRIVE,PALMDALE,93551,19,Los Angeles,Open,2014-05-03,Long Term Care Facility,Congregate Living Health Facility,34.6234577,-118.1967469
1171,206197929,"ADONAI CONGREGATE LIVING, INC.",550002504,Parent Facility,10215 LASAINE AVE,NORTHRIDGE,91325,19,Los Angeles,Open,2014-06-03,Long Term Care Facility,Congregate Living Health Facility,34.256054,-118.5125008
1172,206197930,VISTA CARE HOME INC.,550002566,Parent Facility,10949 BURNET AVE.,MISSION HILLS,91345,19,Los Angeles,Open,2014-12-06,Long Term Care Facility,Congregate Living Health Facility,34.2686063,-118.4614848
1173,206197932,THE VILLAS AT TOPANGA TERRACE,550002596,Parent Facility,22123 ROSCOE BOULEVARD,CANOGA PARK,91304,19,Los Angeles,Open,2014-03-03,Long Term Care Facility,Congregate Living Health Facility,34.2199807,-118.6090746
1174,206197959,LA TUNA HOME,550002271,Parent Facility,10109 La Tuna Canyon Rd,Sun Valley,91352,19,Los Angeles,Open,2014-05-17,Long Term Care Facility,Congregate Living Health Facility,34.235408,-118.3509203
1175,206197964,"ST. ELIZABETH HOMES CLHF, INC.",550002679,Parent Facility,8536 SALOMA AVENUE,PANORAMA CITY,91402,19,Los Angeles,Open,2014-10-25,Long Term Care Facility,Congregate Living Health Facility,34.2259067,-118.458174
1176,206197965,STONEBRIDGE MANOR,550002488,Parent Facility,44723 STONEBRIDGE LN,LANCASTER,93536,19,Los Angeles,Open,2014-11-08,Long Term Care Facility,Congregate Living Health Facility,34.6953358,-118.1766013
1177,206197966,HOME OF COMPASSION,550002502,Parent Facility,13276 TERRA BELLA STREET,PACOIMA,91331,19,Los Angeles,Open,2014-11-08,Long Term Care Facility,Congregate Living Health Facility,34.2553636,-118.4217851
1178,206198002,"THE COMMUNITY HOME, INC.",550002930,Parent Facility,12244 COMMUNITY STREET,SUN VALLEY,91352,19,Los Angeles,Open,2014-12-26,Long Term Care Facility,Congregate Living Health Facility,34.2223572,-118.4003869
1179,206198003,UNITED CARE MINFORD,550002565,Parent Facility,3005 MINFORD STREET,LANCASTER,93536,19,Los Angeles,Suspense,2023-03-09,Long Term Care Facility,Congregate Living Health Facility,34.694191,-118.1841439
1180,206198025,"QUALITY CLHF, INC.",550002360,Parent Facility,3017 N. FREDERIC STREET,BURBANK,91504,19,Los Angeles,Open,2014-07-23,Long Term Care Facility,Congregate Living Health Facility,34.2070857,-118.3387365
1181,206198051,"ADONAI CONGREGATE LIVING, INC.",550002564,Parent Facility,17527 COVELLO STREET,VAN NUYS,91406,19,Los Angeles,Open,2015-01-21,Long Term Care Facility,Congregate Living Health Facility,34.2078017,-118.5152645
1182,206198052,"SENIOR CONGREGATE LIVING, INC.",550002798,Parent Facility,11847 BALBOA BOULEVARD,GRANADA HILLS,91344,19,Los Angeles,Open,2015-02-25,Long Term Care Facility,Congregate Living Health Facility,34.2855206,-118.5024079
1183,206198072,"WELLS HOUSE OF CALIFORNIA, INC.",550002820,Parent Facility,245 CHERRY AVENUE,LONG BEACH,90802,19,Los Angeles,Open,2015-03-08,Long Term Care Facility,Congregate Living Health Facility,33.7676975,-118.1680599
1184,206198090,VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES,550002051,Parent Facility,11500 NIMITZ AVE,LOS ANGELES,90049,19,Los Angeles,Open,2015-03-24,Long Term Care Facility,Skilled Nursing Facility,34.0578263,-118.4629731
1185,206198100,VILLA BALBOA,550003091,Parent Facility,16714 PARTHENIA ST,NORTHRIDGE,91343,19,Los Angeles,Open,2015-04-24,Long Term Care Facility,Congregate Living Health Facility,34.2282159,-118.4965691
1186,206198133,NEURORESTORATIVE CALIFORNIA - OSNORTH,550003257,Parent Facility,10339 OSO AVE,CHATSWORTH,91311,19,Los Angeles,Open,2015-10-07,Long Term Care Facility,Congregate Living Health Facility,34.2589305,-118.57565
1187,206198139,"LAVISTA CONGREGATE LIVING HEALTH FACILITY, INC.",550003157,Parent Facility,7805 CLEARFIELD AVE.,PANORAMA,91402,19,Los Angeles,Open,2015-07-09,Long Term Care Facility,Congregate Living Health Facility,34.2115969,-118.4350608
1188,206198146,"HOME OF COMPASSION NO.2, INC.",550002932,Parent Facility,13500 Borden Ave,Sylmar,91342,19,Los Angeles,Open,2015-06-26,Long Term Care Facility,Congregate Living Health Facility,34.3177711,-118.4559528
1189,206198161,BALDWIN PARK CONGREGATE HOME INC.,550002799,Parent Facility,3462 VINELAND AVE,BALDWIN PARK,91706,19,Los Angeles,Open,2014-08-25,Long Term Care Facility,Congregate Living Health Facility,34.0762968,-117.963204
1190,206198162,CITRUS HEIGHTS HEALTH CENTER,55009071,Parent Facility,161 S. REDDER AVE.,Covina,91724,19,Los Angeles,Open,2024-04-11,Long Term Care Facility,Skilled Nursing Facility,34.0849116,-117.8539457
1191,206198164,BEL AIR CONGREGATE LIVING,550003191,Parent Facility,1024 NORTH SEPULVEDA BLVD.,LOS ANGELES,90049,19,Los Angeles,Open,2015-08-24,Long Term Care Facility,Congregate Living Health Facility,34.0822069,-118.4732346
1192,206198165,BELAGIO IN THE DESERT,550003204,Parent Facility,2639 W AVENUE K4,LANCASTER,93536,19,Los Angeles,Open,2015-08-11,Long Term Care Facility,Congregate Living Health Facility,34.6718133,-118.0844653
1193,206198166,NEURORESTORATIVE CALIFORNIA,550003166,Parent Facility,9440 TEXHOMA AVE,NORTHRIDGE,91325,19,Los Angeles,Open,2015-07-09,Long Term Care Facility,Congregate Living Health Facility,34.2425194,-118.5163748
1194,206198167,EVERLASTING HEALTHCARE,550002981,Parent Facility,1603 ROYWOOD DRIVE,LANCASTER,93535,19,Los Angeles,Open,2015-02-25,Long Term Care Facility,Congregate Living Health Facility,34.6891844,-118.1013379
1195,206198169,OAK FENCE CONGREGATE LIVING HEALTH FACILITY,550002982,Parent Facility,6067 OAK FENCE LANE,LANCASTER,93536,19,Los Angeles,Open,2015-02-25,Long Term Care Facility,Congregate Living Health Facility,34.6682228,-118.2386474
1196,206198171,"PURE HEART CONGREGATE LIVING FACILITY, INC.",550003141,Parent Facility,15918 NAPA STREET,NORTH HILLS,91343,19,Los Angeles,Open,2015-07-02,Long Term Care Facility,Congregate Living Health Facility,34.2262837,-118.4793565
1197,206198173,TOLUCA CONGREGATE LIVING,550003119,Parent Facility,6339 MARY ELLEN AVE,VAN NUYS,91401,19,Los Angeles,Open,2015-06-05,Long Term Care Facility,Congregate Living Health Facility,34.1859829,-118.4195764
1198,206198175,"WHITE OAK CONGREGATE LIVING FACILITY, LLC",550003205,Parent Facility,9301 WHITE OAK AVE,NORTHRIDGE,91325,19,Los Angeles,Open,2015-08-27,Long Term Care Facility,Congregate Living Health Facility,34.2392601,-118.5203938
1199,206198176,BEN CONGREGATE LIVING INC,550002797,Parent Facility,6622 BEN AVE,NORTH HOLLYWOOD,91606,19,Los Angeles,Open,2015-01-01,Long Term Care Facility,Congregate Living Health Facility,34.1909605,-118.3940621
1200,206198277,SUNNYVIEW HOME,550002800,Parent Facility,17824 PARTHENIA STREET,SHERWOOD FOREST,91325,19,Los Angeles,Open,2014-08-12,Long Term Care Facility,Congregate Living Health Facility,34.2282909,-118.5224026
1201,206198278,"EVE GARDEN, INC.",550003457,Parent Facility,6703 NAGLE AVE.,VAN NUYS,91401,19,Los Angeles,Open,2016-02-29,Long Term Care Facility,Congregate Living Health Facility,34.1922539,-118.4238658
1202,206198279,SAN MARINO IN THE DESERT,550003405,Parent Facility,2017 W AVENUE K13,LANCASTER,93536,19,Los Angeles,Open,2016-02-05,Long Term Care Facility,Congregate Living Health Facility,34.6638864,-118.1662253
1203,206198281,SHERMAN OAKS CONGREGATE CENTER INC,550003439,Parent Facility,4637 Nagle Ave,Sherman Oaks,91423,19,Los Angeles,Open,2016-03-26,Long Term Care Facility,Congregate Living Health Facility,34.1550945,-118.4240223
1204,206198282,"NEW HAVEN CONGREGATE LIVING, INC.",550003643,Parent Facility,7736 SANCOLA AVE,SUN VALLEY,91352,19,Los Angeles,Open,2016-08-15,Long Term Care Facility,Congregate Living Health Facility,34.2114676,-118.3538907
1205,206198283,ANGEL CITY CONGREGATE LIVING,550009136,Parent Facility,11142 CHIMINEAS AVE,PORTER RANCH,91326,19,Los Angeles,Open,2024-04-11,Long Term Care Facility,Congregate Living Health Facility,34.2735853,-118.5283599
1206,206198345,DESIRABLE CONGREGATE LIVING HOME - VIEW PARK,550003757,Parent Facility,3654 W 60TH STREET,LOS ANGELES,90043,19,Los Angeles,Open,2016-11-07,Long Term Care Facility,Congregate Living Health Facility,33.9851663,-118.3372
1207,206198347,"WEST VALLEY CONGREGATE HEALTH LIVING, INC.",550003507,Parent Facility,8035 OAKDALE AVE,WINNETKA,91306,19,Los Angeles,Open,2016-05-13,Long Term Care Facility,Congregate Living Health Facility,34.2165247,-118.5669552
1208,206198348,ALL VALLEY CONGREGATE LIVING INC,550003506,Parent Facility,17404 Horace St,Granada Hills,91344,19,Los Angeles,Open,2016-05-11,Long Term Care Facility,Congregate Living Health Facility,34.2694925,-118.5133699
1209,206198349,"BURBANK CONGREGATE LIVING CENTER, INC.",550003505,Parent Facility,1100 Leland Way,Burbank,91504,19,Los Angeles,Open,2016-05-11,Long Term Care Facility,Congregate Living Health Facility,34.1873769,-118.3207702
1210,206198358,ROSE DESERT CONGREGATE CARE INC.,550003740,Parent Facility,3032 W. MILLING STREET,LANCASTER,93536,19,Los Angeles,Open,2016-11-21,Long Term Care Facility,Congregate Living Health Facility,34.6944682,-118.1849929
1211,206198359,"GOLDEN STATE HOMES, INC.",550003595,Parent Facility,1409 N. NORMANDIE AVE.,LOS ANGELES,90027,19,Los Angeles,Open,2016-07-22,Long Term Care Facility,Congregate Living Health Facility,34.0970025,-118.3007823
